Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
48864,80,6,4582,2,5,480.0,1803.0,480,0,240.0,339.411255,1803,0,360.6,806.3261127,498254.0375,1527.717154,763.6666667,1071.997699,2346.0,21.0,123.0,123.0,0.0,123.0,123.0,4582.0,1145.5,1236.200227,2346.0,21.0,0,0,64,176,436.4906155,1091.226539,0,1803,285.375,635.8007184,404242.5536,0,1,0,0,0,0,2,326.1428571,240.0,360.6,2,480,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48864,80,6,761,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2628.120894,761.0,0.0,761.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1314.060447,1314.060447,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48868,80,6,6512,2,5,475.0,1803.0,475,0,237.5,335.8757211,1803,0,360.6,806.3261127,349815.7248,1074.938575,1085.333333,1573.18132,3163.0,18.0,101.0,101.0,0.0,101.0,101.0,6512.0,1628.0,1786.452164,3186.0,21.0,0,0,64,176,307.1253071,767.8132678,0,1803,284.75,635.5844892,403967.6429,0,1,0,0,0,0,2,325.4285714,237.5,360.6,2,475,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48868,80,6,78,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.02564,78.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,12820.51282,12820.51282,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48870,80,6,4096,2,5,478.0,1803.0,478,0,239.0,337.9970414,1803,0,360.6,806.3261127,556884.7656,1708.984375,682.6666667,1034.020438,2472.0,16.0,77.0,77.0,0.0,77.0,77.0,4096.0,1024.0,1185.252997,2472.0,19.0,0,0,64,176,488.28125,1220.703125,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,2,325.8571429,239.0,360.6,2,478,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48870,80,6,83,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48872,80,6,3613,2,5,486.0,1803.0,486,0,243.0,343.6538957,1803,0,360.6,806.3261127,633545.53,1937.448104,602.1666667,850.9616717,1838.0,17.0,87.0,87.0,0.0,87.0,87.0,3613.0,903.25,976.0489656,1838.0,20.0,0,0,64,176,553.5566012,1383.891503,0,1803,286.125,636.0665818,404580.6964,0,1,0,0,0,0,2,327.0,243.0,360.6,2,486,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48872,80,6,101,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19801.9802,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,9900.990099,9900.990099,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48874,80,6,3649,2,5,478.0,1803.0,478,0,239.0,337.9970414,1803,0,360.6,806.3261127,625102.7679,1918.33379,608.1666667,814.8043732,2021.0,19.0,277.0,277.0,0.0,277.0,277.0,3649.0,912.25,985.2963598,2021.0,19.0,0,0,64,176,548.0953686,1370.238421,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,2,325.8571429,239.0,360.6,2,478,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48874,80,6,160,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12500.0,160.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,6250.0,6250.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48876,80,6,4939,2,5,478.0,1803.0,478,0,239.0,337.9970414,1803,0,360.6,806.3261127,461834.3794,1417.29095,823.1666667,1225.765951,2885.0,16.0,90.0,90.0,0.0,90.0,90.0,4939.0,1234.75,1398.039669,2885.0,21.0,0,0,64,176,404.9402713,1012.350678,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,2,325.8571429,239.0,360.6,2,478,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48876,80,6,87,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22988.50575,87.0,0.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,11494.25287,11494.25287,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48878,80,6,5230,2,5,479.0,1803.0,479,0,239.5,338.7041482,1803,0,360.6,806.3261127,436328.8719,1338.432122,871.6666667,1301.606495,3113.0,21.0,120.0,120.0,0.0,120.0,120.0,5230.0,1307.5,1495.892264,3113.0,21.0,0,0,64,176,382.4091778,956.0229446,0,1803,285.25,635.7570852,404187.0714,0,1,0,0,0,0,2,326.0,239.5,360.6,2,479,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48878,80,6,242,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8264.46281,242.0,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,4132.231405,4132.231405,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48882,80,6,4618,2,5,480.0,1803.0,480,0,240.0,339.411255,1803,0,360.6,806.3261127,494369.8571,1515.807709,769.6666667,1084.792085,2371.0,18.0,102.0,102.0,0.0,102.0,102.0,4618.0,1154.5,1248.922335,2491.0,21.0,0,0,64,176,433.0879168,1082.719792,0,1803,285.375,635.8007184,404242.5536,0,1,0,0,0,0,2,326.1428571,240.0,360.6,2,480,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48882,80,6,84,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23809.52381,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,11904.7619,11904.7619,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48884,80,6,9832,2,5,479.0,1803.0,479,0,239.5,338.7041482,1803,0,360.6,806.3261127,232099.2677,711.9609439,1638.666667,2381.467251,5208.0,29.0,166.0,166.0,0.0,166.0,166.0,9832.0,2458.0,2703.758742,5208.0,30.0,0,0,64,176,203.4174125,508.5435313,0,1803,285.25,635.7570852,404187.0714,0,1,0,0,0,0,2,326.0,239.5,360.6,2,479,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48884,80,6,603,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3316.749585,603.0,0.0,603.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1658.374793,1658.374793,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48886,80,6,10011,2,5,478.0,1803.0,478,0,239.0,337.9970414,1803,0,360.6,806.3261127,227849.3657,699.2308461,1668.5,2717.338974,6636.0,18.0,98.0,98.0,0.0,98.0,98.0,10011.0,2502.75,3168.125563,6752.0,20.0,0,0,64,176,199.7802417,499.4506043,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,2,325.8571429,239.0,360.6,2,478,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48886,80,6,273,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7326.007326,273.0,0.0,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,3663.003663,3663.003663,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48888,80,6,9467,2,5,481.0,1803.0,481,0,240.5,340.1183618,1803,0,360.6,806.3261127,241259.1106,739.4105841,1577.833333,2961.848978,7502.0,25.0,172.0,172.0,0.0,172.0,172.0,9467.0,2366.75,3514.525987,7502.0,25.0,0,0,64,176,211.2601669,528.1504172,0,1803,285.5,635.8445452,404298.2857,0,1,0,0,0,0,2,326.2857143,240.5,360.6,2,481,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48888,80,6,503,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3976.143141,503.0,0.0,503.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1988.071571,1988.071571,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48892,80,6,6138,2,5,481.0,1803.0,481,0,240.5,340.1183618,1803,0,360.6,806.3261127,372108.1786,1140.436624,1023.0,1520.319572,3742.0,23.0,200.0,200.0,0.0,200.0,200.0,6138.0,1534.5,1765.428088,3742.0,23.0,0,0,64,176,325.8390355,814.5975888,0,1803,285.5,635.8445452,404298.2857,0,1,0,0,0,0,2,326.2857143,240.5,360.6,2,481,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48892,80,6,639,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3129.890454,639.0,0.0,639.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1564.945227,1564.945227,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48894,80,6,6267,2,5,476.0,1803.0,476,0,238.0,336.5828278,1803,0,360.6,806.3261127,363650.8696,1116.961864,1044.5,1442.523449,3306.0,26.0,216.0,216.0,0.0,216.0,216.0,6267.0,1566.75,1665.259214,3306.0,39.0,0,0,64,176,319.1319611,797.8299027,0,1803,284.875,635.6273476,404022.125,0,1,0,0,0,0,2,325.5714286,238.0,360.6,2,476,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48894,80,6,571,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3502.62697,571.0,0.0,571.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1751.313485,1751.313485,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48896,80,6,14062,2,5,479.0,1803.0,479,0,239.5,338.7041482,1803,0,360.6,806.3261127,162281.3256,497.7954772,2343.666667,3429.533943,7657.0,33.0,182.0,182.0,0.0,182.0,182.0,14062.0,3515.5,3900.201576,7872.0,33.0,0,0,64,176,142.2272792,355.568198,0,1803,285.25,635.7570852,404187.0714,0,1,0,0,0,0,2,326.0,239.5,360.6,2,479,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48896,80,6,475,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4210.526316,475.0,0.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,2105.263158,2105.263158,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48898,80,6,3770,2,5,487.0,1803.0,487,0,243.5,344.3610024,1803,0,360.6,806.3261127,607427.0557,1856.763926,628.3333333,890.7697046,1930.0,16.0,87.0,87.0,0.0,87.0,87.0,3770.0,942.5,1019.377097,1930.0,23.0,0,0,64,176,530.5039788,1326.259947,0,1803,286.25,636.1115693,404637.9286,0,1,0,0,0,0,2,327.1428571,243.5,360.6,2,487,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48898,80,6,323,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6191.950464,323.0,0.0,323.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,3095.975232,3095.975232,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48902,80,6,9534,2,5,479.0,1803.0,479,0,239.5,338.7041482,1803,0,360.6,806.3261127,239353.8913,734.2143906,1589.0,2491.731526,5921.0,22.0,93.0,93.0,0.0,93.0,93.0,9534.0,2383.5,2891.09835,6056.0,22.0,0,0,64,176,209.7755402,524.4388504,0,1803,285.25,635.7570852,404187.0714,0,1,0,0,0,0,2,326.0,239.5,360.6,2,479,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48902,80,6,479,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4175.365344,479.0,0.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,2087.682672,2087.682672,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48904,80,6,11913,2,5,479.0,1803.0,479,0,239.5,338.7041482,1803,0,360.6,806.3261127,191555.4436,587.5933854,1985.5,2959.598672,7015.0,37.0,280.0,280.0,0.0,280.0,280.0,11913.0,2978.25,3406.507241,7015.0,37.0,0,0,64,176,167.8838244,419.709561,0,1803,285.25,635.7570852,404187.0714,0,1,0,0,0,0,2,326.0,239.5,360.6,2,479,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48904,80,6,815,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2453.98773,815.0,0.0,815.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1226.993865,1226.993865,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48908,80,6,3198,2,5,480.0,1803.0,480,0,240.0,339.411255,1803,0,360.6,806.3261127,713883.6773,2188.868043,533.0,682.5689709,1547.0,15.0,277.0,277.0,0.0,277.0,277.0,3198.0,799.5,859.0291031,1547.0,20.0,0,0,64,176,625.3908693,1563.477173,0,1803,285.375,635.8007184,404242.5536,0,1,0,0,0,0,2,326.1428571,240.0,360.6,2,480,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48908,80,6,555,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3603.603604,555.0,0.0,555.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1801.801802,1801.801802,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48910,80,6,10619,2,5,481.0,1803.0,481,0,240.5,340.1183618,1803,0,360.6,806.3261127,215086.1663,659.1957811,1769.833333,2607.496379,6275.0,36.0,203.0,203.0,0.0,203.0,203.0,10619.0,2654.75,2963.557139,6275.0,36.0,0,0,64,176,188.3416518,470.8541294,0,1803,285.5,635.8445452,404298.2857,0,1,0,0,0,0,2,326.2857143,240.5,360.6,2,481,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48910,80,6,723,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2766.251729,723.0,0.0,723.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1383.125864,1383.125864,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48912,80,6,11344,2,5,481.0,1803.0,481,0,240.5,340.1183618,1803,0,360.6,806.3261127,201339.9154,617.0662906,1890.666667,3165.132646,8096.0,29.0,622.0,622.0,0.0,622.0,622.0,11344.0,2836.0,3762.652167,8096.0,29.0,0,0,64,176,176.3046544,440.7616361,0,1803,285.5,635.8445452,404298.2857,0,1,0,0,0,0,2,326.2857143,240.5,360.6,2,481,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48912,80,6,157,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12738.8535,157.0,0.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,6369.426752,6369.426752,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48916,80,6,7145,2,5,480.0,1803.0,480,0,240.0,339.411255,1803,0,360.6,806.3261127,319524.1428,979.7060882,1190.833333,1822.482858,4472.0,28.0,149.0,149.0,0.0,149.0,149.0,7145.0,1786.25,2094.178339,4472.0,41.0,0,0,64,176,279.9160252,699.790063,0,1803,285.375,635.8007184,404242.5536,0,1,0,0,0,0,2,326.1428571,240.0,360.6,2,480,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48916,80,6,164,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12195.12195,164.0,0.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,6097.560976,6097.560976,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48918,80,6,3368,2,5,483.0,1803.0,483,0,241.5,341.5325753,1803,0,360.6,806.3261127,678741.0926,2078.384798,561.3333333,799.7666326,1703.0,14.0,67.0,67.0,0.0,67.0,67.0,3368.0,842.0,911.7152333,1703.0,21.0,0,0,64,176,593.824228,1484.56057,0,1803,285.75,635.9327795,404410.5,0,1,0,0,0,0,2,326.5714286,241.5,360.6,2,483,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48918,80,6,541,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3696.857671,541.0,0.0,541.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1848.428835,1848.428835,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48922,80,6,5775,2,5,483.0,1803.0,483,0,241.5,341.5325753,1803,0,360.6,806.3261127,395844.1558,1212.121212,962.5,1389.89478,3280.0,23.0,115.0,115.0,0.0,115.0,115.0,5775.0,1443.75,1588.04206,3280.0,23.0,0,0,64,176,346.3203463,865.8008658,0,1803,285.75,635.9327795,404410.5,0,1,0,0,0,0,2,326.5714286,241.5,360.6,2,483,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48922,80,6,883,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2265.005663,883.0,0.0,883.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1132.502831,1132.502831,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48924,80,6,5123,2,5,478.0,1803.0,478,0,239.0,337.9970414,1803,0,360.6,806.3261127,445246.9256,1366.386883,853.8333333,1346.021607,3338.0,17.0,99.0,99.0,0.0,99.0,99.0,5123.0,1280.75,1551.75586,3338.0,20.0,0,0,64,176,390.3962522,975.9906305,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,2,325.8571429,239.0,360.6,2,478,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48924,80,6,379,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5277.044855,379.0,0.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,2638.522427,2638.522427,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48928,80,6,4998,2,5,481.0,1803.0,481,0,240.5,340.1183618,1803,0,360.6,806.3261127,456982.7931,1400.560224,833.0,1173.730463,2685.0,30.0,162.0,162.0,0.0,162.0,162.0,4998.0,1249.5,1361.898308,2685.0,34.0,0,0,64,176,400.160064,1000.40016,0,1803,285.5,635.8445452,404298.2857,0,1,0,0,0,0,2,326.2857143,240.5,360.6,2,481,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48928,80,6,271,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7380.073801,271.0,0.0,271.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,3690.0369,3690.0369,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48930,80,6,11332,2,5,489.0,1803.0,489,0,244.5,345.775216,1803,0,360.6,806.3261127,202259.0893,617.7197317,1888.666667,2920.8693,6938.0,26.0,147.0,147.0,0.0,147.0,147.0,11332.0,2833.0,3384.493758,7111.0,28.0,0,0,64,176,176.4913519,441.2283798,0,1803,286.5,636.2021242,404753.1429,0,1,0,0,0,0,2,327.4285714,244.5,360.6,2,489,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48930,80,6,608,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3289.473684,608.0,0.0,608.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1644.736842,1644.736842,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48934,80,6,7407,2,5,481.0,1803.0,481,0,240.5,340.1183618,1803,0,360.6,806.3261127,308356.9596,945.0519779,1234.5,1594.573642,3690.0,29.0,674.0,674.0,0.0,674.0,674.0,7407.0,1851.75,2008.91121,3690.0,29.0,0,0,64,176,270.0148508,675.037127,0,1803,285.5,635.8445452,404298.2857,0,1,0,0,0,0,2,326.2857143,240.5,360.6,2,481,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48934,80,6,361,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5540.166205,361.0,0.0,361.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,2770.083102,2770.083102,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48936,80,6,7454,2,5,481.0,1803.0,481,0,240.5,340.1183618,1803,0,360.6,806.3261127,306412.6643,939.0931044,1242.333333,1854.911714,4565.0,29.0,165.0,165.0,0.0,165.0,165.0,7454.0,1863.5,2120.719453,4565.0,33.0,0,0,64,176,268.3123155,670.7807888,0,1803,285.5,635.8445452,404298.2857,0,1,0,0,0,0,2,326.2857143,240.5,360.6,2,481,5,1803,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48936,80,6,452,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4424.778761,452.0,0.0,452.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,2212.389381,2212.389381,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0,1,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
